	sale date	address	neighborhood	gush	helka	asset-type	rooms	floor	area	price
815	23/03/2017	רמז 3	מוצקין הותיקה	10428	151	דירה בבית קומות	2	ראשונה	26	337,000
816	22/03/2017	ויצמן 64	מוצקין הותיקה	11562	12	דירה בבית קומות	4	שלישית	95	850,000
817	21/03/2017	ההגנה 45	מוצקין הותיקה	10428	155	דירה בבית קומות	1.5	ראשונה	24	315,000
818	20/03/2017	אוסישקין 1	מוצקין הותיקה	10428	142	דירה בבית קומות	2.5	שניה	46	600,000
819	20/03/2017	אושה 20	מוצקין הותיקה	10429	92	דירה בבית קומות	3	ראשונה	67	900,000
820	19/03/2017	גורדון 10	מוצקין הותיקה	11577	91	דירה בבית קומות	3.5	שלישית	70	735,000
821	18/03/2017	כצנלסון 14	מוצקין הותיקה	10430	374	דירה	4		93	1,240,000
822	17/03/2017	רוקח 17	מוצקין הותיקה	11564	160	דירה בבית קומות	4	חמישית	103	1,488,000
823	13/03/2017	ההגנה 42	מוצקין הותיקה	11564	160	דירה בבית קומות	4.5	שניה	71	1,160,000
824	13/03/2017	הילדים 16	מוצקין הותיקה	10428	32	דירה בבית קומות	2	שניה	47	620,000
825	05/03/2017	אהרון 29	מוצקין הותיקה	10428	154	דירה בבית קומות	2	קרקע	26	440,000
826	05/03/2017	גורדון 10	מוצקין הותיקה	10428	68	דירה	5		117	1,330,000
827	02/03/2017	כצנלסון 9	מוצקין הותיקה	11577	135	חנות		שניה	45	1,000,000
828	02/03/2017	רוקח 25	מוצקין הותיקה	11577	116	דירה בבית קומות	5	קרקע וראשונה	116	1,470,000
829	01/03/2017	אורן 17	מוצקין הותיקה	10428	159	דירה בבית קומות	1.5	ראשונה	26	320,000
830	28/02/2017	אושה 37	מוצקין הותיקה	11577	58	דירה בבית קומות	5	שניה	110	1,625,000
831	27/02/2017	כצנלסון 7	מוצקין הותיקה	10429	110	דירה בבית קומות	4	ראשונה	73	1,000,000
832	21/02/2017	אושה 33	מוצקין הותיקה	10428	68	דירה בבית קומות	5	רביעית	118	1,420,000
833	21/02/2017	כצנלסון 19	מוצקין הותיקה	11562	115	דירה בבית קומות	1	שלישית	24	365,000
834	20/02/2017	ויצמן 26	מוצקין הותיקה	10428	68	דירה	5		117	1,420,000
835	10/02/2017	כצנלסון 10	מוצקין הותיקה	11562	111	דירה בבית קומות	1.5	שניה	25	320,000
836	02/02/2017	כצנלסון 21	מוצקין הותיקה	10430	555	דירה בבית קומות	5	רביעית	100	1,300,000
837	02/02/2017	ויצמן 28	מוצקין הותיקה	11562	25	דירה בבית קומות	4	שלישית	83	1,020,000
838	31/01/2017	אושה 14	מוצקין הותיקה	11577	39	דירה בבית קומות	1	ראשונה	23	280,000
839	26/01/2017	גורדון 10	מוצקין הותיקה	10428	67	דירה בבית קומות	5	רביעית	120	1,240,000
840	26/01/2017	כצנלסון 13	מוצקין הותיקה	11577	64	דירה בבית קומות	3	קרקע	59	1,050,000
841	25/01/2017	הילדים 15	מוצקין הותיקה	10429	101	דירה בבית קומות	4.5	שלישית	67	880,000
842	24/01/2017	הילדים 15	מוצקין הותיקה	10428	142	דירה בבית קומות	3	שניה	58	710,000
843	19/01/2017	תמר 6	מוצקין הותיקה	11562	68	דירה בבית קומות	6	ראשונה	117	1,149,999
844	19/01/2017	הילדים 21	מוצקין הותיקה	10428	7	דירה בבית קומות	4	שלישית	105	850,000
845	17/01/2017	עכו 25	מוצקין הותיקה	11564	101	דירה בבית קומות	4	רביעית	96	1,440,000
846	16/01/2017	ההגנה 18	מוצקין הותיקה	10428	154	דירה בבית קומות	1.5	ראשונה	26	300,000
847	16/01/2017	רוקח 4	מוצקין הותיקה	10430	423	דירה בבית קומות	3	שניה	72	793,000
848	12/01/2017	גושן משה 6	מוצקין הותיקה	11562	22	דירה בבית קומות	4	שלישית	67	810,000
849	11/01/2017	גורדון 5	מוצקין הותיקה	10428	67	דירה בבית קומות	5	שלישית	120	1,250,000
850	08/01/2017	אהרון 3	מוצקין הותיקה	10428	12	דירה בבית קומות	4	שניה	85	1,063,000
